"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"2006","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.0",""
"2006","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.8",""
"2006","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.9",""
"2006","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2006","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.7",""
"2006","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.3",""
"2006","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.7",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.8",""
"2006","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2006","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.3",""
"2006","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2006","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.6",""
"2006","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.9",""
"2006","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.1",""
"2006","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2006","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.7",""
"2006","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.6",""
"2006","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.5",""
"2006","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.0","p"
"2006","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.8","p"
"2006","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2006","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.4",""
"2006","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.8",""
"2006","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.2",""
"2006","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.5",""
"2006","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","8.9",""
"2006","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.3",""
"2006","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.8",""
"2006","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.5",""
"2006","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.7",""
"2006","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
"2006","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.3",""
"2006","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.0",""
"2006","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.3",""
"2006","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2006","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.6",""
"2006","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.3",""
"2006","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.9",""
"2006","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.6",""
"2006","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.0",""
"2006","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2006","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.8",""
"2006","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.7",""
"2006","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.4",""
"2006","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.2",""
"2006","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.1",""
"2006","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2006","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.9",""
"2006","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2006","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.8",""
"2006","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2006","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.3",""
"2006","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2006","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.4",""
"2007","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2007","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.7",""
"2007","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.0",""
"2007","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.1",""
"2007","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2007","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.9",""
"2007","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.7",""
"2007","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.5",""
"2007","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3",""
"2007","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.7",""
"2007","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.3",""
"2007","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.3",""
"2007","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2007","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.3",""
"2007","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.0",""
"2007","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.7",""
"2007","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.7",""
"2007","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.8",""
"2007","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4",""
"2007","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.6",""
"2007","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.1","p"
"2007","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.6","p"
"2007","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2007","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.5",""
"2007","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.6",""
"2007","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","8.6",""
"2007","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.0",""
"2007","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","7.9",""
"2007","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.2",""
"2007","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.7",""
"2007","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.3",""
"2007","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.7",""
"2007","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.0",""
"2007","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.2",""
"2007","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2007","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.4",""
"2007","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2007","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.3",""
"2007","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4",""
"2007","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.4",""
"2007","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.5",""
"2007","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.8",""
"2007","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2007","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.6",""
"2007","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.7",""
"2007","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.2",""
"2007","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.8",""
"2007","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.2",""
"2007","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.1",""
"2007","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.1",""
"2007","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2007","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.2",""
"2007","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2007","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.2",""
"2007","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2007","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.4",""
"2008","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.2",""
"2008","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.4",""
"2008","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.4",""
"2008","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.7",""
"2008","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2008","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.9",""
"2008","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2008","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.6",""
"2008","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2008","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.6",""
"2008","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2008","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.5",""
"2008","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.7",""
"2008","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.5",""
"2008","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.5",""
"2008","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.0",""
"2008","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.0",""
"2008","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.8",""
"2008","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4",""
"2008","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.8",""
"2008","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3","p"
"2008","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.2","p"
"2008","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2008","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.1",""
"2008","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.7",""
"2008","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","8.8",""
"2008","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.3",""
"2008","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.1",""
"2008","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2008","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.1",""
"2008","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.4",""
"2008","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.8",""
"2008","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2008","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.4",""
"2008","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.3",""
"2008","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.3",""
"2008","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2008","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.7",""
"2008","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.5",""
"2008","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.6",""
"2008","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.0",""
"2008","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.7",""
"2008","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.2",""
"2008","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.0",""
"2008","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.8",""
"2008","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.3",""
"2008","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.1",""
"2008","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.5",""
"2008","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2008","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.5",""
"2008","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2008","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.4",""
"2008","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2008","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.1",""
"2008","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2008","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.1",""
"2009","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.7",""
"2009","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.1",""
"2009","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.0",""
"2009","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.9",""
"2009","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4",""
"2009","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.1",""
"2009","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.9",""
"2009","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","24.3",""
"2009","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1",""
"2009","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.6",""
"2009","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5",""
"2009","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.4",""
"2009","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.4",""
"2009","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.5",""
"2009","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2009","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.6",""
"2009","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2009","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.0",""
"2009","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2009","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","23.7",""
"2009","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6","p"
"2009","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.6","p"
"2009","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.5",""
"2009","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.8",""
"2009","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.0",""
"2009","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","9.9",""
"2009","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.6",""
"2009","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.0",""
"2009","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.7",""
"2009","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.4",""
"2009","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2009","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.2",""
"2009","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.2",""
"2009","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.2",""
"2009","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1",""
"2009","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.2",""
"2009","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.8",""
"2009","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.3",""
"2009","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.8",""
"2009","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.2",""
"2009","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.0",""
"2009","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.3",""
"2009","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2009","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.9",""
"2009","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2009","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.6",""
"2009","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2009","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.5",""
"2009","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.2",""
"2009","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.0",""
"2009","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2009","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.7",""
"2009","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1",""
"2009","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.8",""
"2009","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.8",""
"2009","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.0",""
"2010","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.7",""
"2010","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.7",""
"2010","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.4",""
"2010","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.9",""
"2010","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.5",""
"2010","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.0",""
"2010","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.6",""
"2010","Denmark","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","24.8",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.9",""
"2010","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.3",""
"2010","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.2",""
"2010","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.1",""
"2010","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.3",""
"2010","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2010","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.8",""
"2010","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.6",""
"2010","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.6",""
"2010","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2010","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","23.6",""
"2010","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3","p"
"2010","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.7","p"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4",""
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.9",""
"2010","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.0",""
"2010","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.5",""
"2010","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2010","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.2",""
"2010","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2010","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.1",""
"2010","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.9",""
"2010","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.5",""
"2010","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.0",""
"2010","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.4",""
"2010","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.3",""
"2010","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.7",""
"2010","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.8",""
"2010","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.6",""
"2010","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2010","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.4",""
"2010","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.0",""
"2010","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.6",""
"2010","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.3",""
"2010","Portugal","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.1",""
"2010","Romania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.1",""
"2010","Romania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.9",""
"2010","Slovenia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.0",""
"2010","Slovenia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.1",""
"2010","Slovakia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.2",""
"2010","Slovakia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.2",""
"2010","Finland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9",""
"2010","Finland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","22.8",""
"2010","Sweden","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.8",""
"2010","Sweden","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.7",""
"2010","United Kingdom","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.7",""
"2010","United Kingdom","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.1",""
"2011","Belgium","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.6",""
"2011","Belgium","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","18.9",""
"2011","Bulgaria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.2",""
"2011","Bulgaria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.2",""
"2011","Czech Republic","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.7",""
"2011","Czech Republic","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.2",""
"2011","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.4",""
